player,tm,yr,V1
Tim Duncan*,SAS,2016,Defensive Big Man
Mike Dunleavy,CHI,2016,Driving Scorer
Kevin Durant,OKC,2016,Superstars
Wayne Ellington,BRK,2016,Driving Scorer
Monta Ellis,IND,2016,Floor Generals
Tyler Ennis,MIL,2016,Role Player
Jeremy Evans,DAL,2016,Defensive Big Man
Kenneth Faried,DEN,2016,Scoring Big Man
Derrick Favors,UTA,2016,Scoring Big Man
Cristiano Felício,CHI,2016,Defensive Big Man
Raymond Felton,DAL,2016,Floor Generals
Evan Fournier,ORL,2016,Perimeter Wings/Defenders
Randy Foye,DEN,2016,Role Player
Tim Frazier,POR,2016,Role Player
Channing Frye,ORL,2016,Driving Scorer
Danilo Gallinari,DEN,2016,Superstars
Langston Galloway,NYK,2016,Driving Scorer
Kevin Garnett*,MIN,2016,Defensive Big Man
Marc Gasol,MEM,2016,Scoring Big Man
Pau Gasol,CHI,2016,Scoring Big Man
Rudy Gay,SAC,2016,Perimeter Wings/Defenders
Alonzo Gee,NOP,2016,Driving Scorer
Paul George,IND,2016,Superstars
Taj Gibson,CHI,2016,Defensive Big Man
Manu Ginóbili,SAS,2016,Floor Generals
Drew Gooden,WAS,2016,Role Player
Archie Goodwin,PHO,2016,Role Player
Aaron Gordon,ORL,2016,Defensive Big Man
Eric Gordon,NOP,2016,Perimeter Wings/Defenders
Marcin Gortat,WAS,2016,Scoring Big Man
Jerami Grant,PHI,2016,Defensive Big Man
Jerian Grant,NYK,2016,Role Player
Danny Green,SAS,2016,Driving Scorer
Draymond Green,GSW,2016,Scoring Big Man
Gerald Green,MIA,2016,Driving Scorer
JaMychal Green,MEM,2016,Defensive Big Man
Jeff Green,MEM,2016,Perimeter Wings/Defenders
Blake Griffin,LAC,2016,Scoring Big Man
P.J. Hairston,CHO,2016,Role Player
Tyler Hansbrough,CHO,2016,Role Player
Tim Hardaway Jr.,ATL,2016,Driving Scorer
James Harden,HOU,2016,Superstars
Maurice Harkless,POR,2016,Defensive Big Man
Montrezl Harrell,HOU,2016,Defensive Big Man
Devin Harris,DAL,2016,Driving Scorer
Gary Harris,DEN,2016,Perimeter Wings/Defenders
Tobias Harris,ORL,2016,Perimeter Wings/Defenders
Udonis Haslem,MIA,2016,Role Player
Spencer Hawes,CHO,2016,Driving Scorer
Gordon Hayward,UTA,2016,Superstars
Gerald Henderson,POR,2016,Driving Scorer
John Henson,MIL,2016,Defensive Big Man
Mario Hezonja,ORL,2016,Driving Scorer
Roy Hibbert,LAL,2016,Defensive Big Man
Nenê,WAS,2016,Defensive Big Man
George Hill,IND,2016,Perimeter Wings/Defenders
Jordan Hill,IND,2016,Defensive Big Man
Solomon Hill,IND,2016,Driving Scorer
Darrun Hilliard,DET,2016,Role Player
Kirk Hinrich,CHI,2016,Role Player
Jrue Holiday,NOP,2016,Superstars
Richaun Holmes,PHI,2016,Defensive Big Man
Rodney Hood,UTA,2016,Perimeter Wings/Defenders
Al Horford,ATL,2016,Scoring Big Man
Dwight Howard,HOU,2016,Scoring Big Man
Marcelo Huertas,LAL,2016,Role Player
R.J. Hunter,BOS,2016,Role Player
Serge Ibaka,OKC,2016,Scoring Big Man
Andre Iguodala,GSW,2016,Floor Generals
Ersan İlyasova,DET,2016,Perimeter Wings/Defenders
Joe Ingles,UTA,2016,Driving Scorer
Kyrie Irving,CLE,2016,Superstars
Jarrett Jack,BRK,2016,Floor Generals
Reggie Jackson,DET,2016,Superstars
LeBron James,CLE,2016,Superstars
Richard Jefferson,CLE,2016,Driving Scorer
Jonas Jerebko,BOS,2016,Role Player
Amir Johnson,BOS,2016,Defensive Big Man
Chris Johnson,UTA,2016,Role Player
James Johnson,TOR,2016,Driving Scorer
Joe Johnson,BRK,2016,Floor Generals
Stanley Johnson,DET,2016,Role Player
Tyler Johnson,MIA,2016,Driving Scorer
Wesley Johnson,LAC,2016,Driving Scorer
Nikola Jokić,DEN,2016,Scoring Big Man
James Jones,CLE,2016,Driving Scorer
Terrence Jones,HOU,2016,Defensive Big Man
Tyus Jones,MIN,2016,Role Player
DeAndre Jordan,LAC,2016,Scoring Big Man
Cory Joseph,TOR,2016,Floor Generals
Frank Kaminsky,CHO,2016,Driving Scorer
Enes Kanter,OKC,2016,Scoring Big Man
Sergey Karasev,BRK,2016,Role Player
Ryan Kelly,LAL,2016,Role Player
Brandon Knight,PHO,2016,Superstars
Kyle Korver,ATL,2016,Driving Scorer
Jeremy Lamb,CHO,2016,Driving Scorer
Carl Landry,PHI,2016,Defensive Big Man
Shane Larkin,BRK,2016,Floor Generals
Joffrey Lauvergne,DEN,2016,Defensive Big Man
Zach LaVine,MIN,2016,Perimeter Wings/Defenders
Ty Lawson,HOU,2016,Role Player
Courtney Lee,MEM,2016,Driving Scorer
David Lee,BOS,2016,Defensive Big Man
Alex Len,PHO,2016,Defensive Big Man
Kawhi Leonard,SAS,2016,Superstars
Meyers Leonard,POR,2016,Driving Scorer
Jon Leuer,PHO,2016,Defensive Big Man
Damian Lillard,POR,2016,Superstars
Jeremy Lin,CHO,2016,Floor Generals
Shaun Livingston,GSW,2016,Driving Scorer
Brook Lopez,BRK,2016,Scoring Big Man
Robin Lopez,NYK,2016,Defensive Big Man
Kevin Love,CLE,2016,Scoring Big Man
Kyle Lowry,TOR,2016,Superstars
Trey Lyles,UTA,2016,Driving Scorer
Kendall Marshall,PHI,2016,Role Player
Kevin Martin,MIN,2016,Driving Scorer
Wesley Matthews,DAL,2016,Perimeter Wings/Defenders
O.J. Mayo,MIL,2016,Floor Generals
Luc Mbah a Moute,LAC,2016,Role Player
James Michael McAdoo,GSW,2016,Defensive Big Man
Ray McCallum,SAS,2016,Role Player
CJ McCollum,POR,2016,Superstars
T.J. McConnell,PHI,2016,Floor Generals
K.J. McDaniels,HOU,2016,Role Player
Doug McDermott,CHI,2016,Driving Scorer
JaVale McGee,DAL,2016,Defensive Big Man
Ben McLemore,SAC,2016,Driving Scorer
Josh McRoberts,MIA,2016,Role Player
Salah Mejri,DAL,2016,Defensive Big Man
Khris Middleton,MIL,2016,Superstars
C.J. Miles,IND,2016,Perimeter Wings/Defenders
Patty Mills,SAS,2016,Driving Scorer
Paul Millsap,ATL,2016,Scoring Big Man
Nikola Mirotić,CHI,2016,Perimeter Wings/Defenders
Greg Monroe,MIL,2016,Scoring Big Man
E'Twaun Moore,CHI,2016,Driving Scorer
Marcus Morris,DET,2016,Perimeter Wings/Defenders
Markieff Morris,PHO,2016,Floor Generals
Anthony Morrow,OKC,2016,Driving Scorer
Donatas Motiejūnas,HOU,2016,Role Player
Timofey Mozgov,CLE,2016,Defensive Big Man
Emmanuel Mudiay,DEN,2016,Floor Generals
Shabazz Muhammad,MIN,2016,Driving Scorer
Mike Muscala,ATL,2016,Defensive Big Man
Larry Nance Jr.,LAL,2016,Defensive Big Man
Shabazz Napier,ORL,2016,Role Player
Gary Neal,WAS,2016,Driving Scorer
Jameer Nelson,DEN,2016,Floor Generals
Raul Neto,UTA,2016,Role Player
Andrew Nicholson,ORL,2016,Driving Scorer
Nerlens Noel,PHI,2016,Scoring Big Man
Dirk Nowitzki,DAL,2016,Perimeter Wings/Defenders
Jusuf Nurkić,DEN,2016,Defensive Big Man
Johnny O'Bryant,MIL,2016,Role Player
Kyle O'Quinn,NYK,2016,Defensive Big Man
Jahlil Okafor,PHI,2016,Scoring Big Man
Victor Oladipo,ORL,2016,Perimeter Wings/Defenders
Kelly Olynyk,BOS,2016,Perimeter Wings/Defenders
Kelly Oubre Jr.,WAS,2016,Role Player
Zaza Pachulia,DAL,2016,Defensive Big Man
Jabari Parker,MIL,2016,Perimeter Wings/Defenders
Tony Parker,SAS,2016,Floor Generals
Chandler Parsons,DAL,2016,Perimeter Wings/Defenders
Lamar Patterson,ATL,2016,Role Player
Patrick Patterson,TOR,2016,Driving Scorer
Chris Paul,LAC,2016,Superstars
Adreian Payne,MIN,2016,Role Player
Cameron Payne,OKC,2016,Role Player
Elfrid Payton,ORL,2016,Floor Generals
Paul Pierce*,LAC,2016,Role Player
Mason Plumlee,POR,2016,Scoring Big Man
Otto Porter,WAS,2016,Perimeter Wings/Defenders
Bobby Portis,CHI,2016,Defensive Big Man
Kristaps Porziņģis,NYK,2016,Scoring Big Man
Dwight Powell,DAL,2016,Defensive Big Man
Norman Powell,TOR,2016,Driving Scorer
Ronnie Price,PHO,2016,Floor Generals
Pablo Prigioni,LAC,2016,Role Player
Tayshaun Prince,MIN,2016,Role Player
Julius Randle,LAL,2016,Scoring Big Man
Zach Randolph,MEM,2016,Scoring Big Man
J.J. Redick,LAC,2016,Perimeter Wings/Defenders
Josh Richardson,MIA,2016,Driving Scorer
Austin Rivers,LAC,2016,Driving Scorer
Andre Roberson,OKC,2016,Driving Scorer
Brian Roberts,CHO,2016,Driving Scorer
Glenn Robinson III,IND,2016,Role Player
Thomas Robinson,BRK,2016,Defensive Big Man
Rajon Rondo,SAC,2016,Floor Generals
Derrick Rose,CHI,2016,Floor Generals
Terrence Ross,TOR,2016,Driving Scorer
Terry Rozier,BOS,2016,Role Player
Ricky Rubio,MIN,2016,Floor Generals
Damjan Rudež,MIN,2016,Driving Scorer
Brandon Rush,GSW,2016,Driving Scorer
D'Angelo Russell,LAL,2016,Floor Generals
JaKarr Sampson,PHI,2016,Role Player
Dennis Schröder,ATL,2016,Floor Generals
Luis Scola,TOR,2016,Driving Scorer
Mike Scott,ATL,2016,Driving Scorer
Thabo Sefolosha,ATL,2016,Defensive Big Man
Kevin Séraphin,NYK,2016,Role Player
Ramon Sessions,WAS,2016,Floor Generals
Iman Shumpert,CLE,2016,Role Player
Jonathon Simmons,SAS,2016,Driving Scorer
Kyle Singler,OKC,2016,Role Player
Donald Sloan,BRK,2016,Floor Generals
Marcus Smart,BOS,2016,Floor Generals
Ish Smith,PHI,2016,Floor Generals
J.R. Smith,CLE,2016,Perimeter Wings/Defenders
Jason Smith,ORL,2016,Defensive Big Man
Josh Smith,LAC,2016,Defensive Big Man
Tony Snell,CHI,2016,Role Player
Marreese Speights,GSW,2016,Role Player
Tiago Splitter,ATL,2016,Defensive Big Man
Nik Stauskas,PHI,2016,Driving Scorer
Lance Stephenson,LAC,2016,Driving Scorer
Rodney Stuckey,IND,2016,Floor Generals
Jared Sullinger,BOS,2016,Scoring Big Man
Jeff Teague,ATL,2016,Floor Generals
Mirza Teletović,PHO,2016,Perimeter Wings/Defenders
Garrett Temple,WAS,2016,Driving Scorer
Jason Terry,HOU,2016,Driving Scorer
Isaiah Thomas,BOS,2016,Superstars
Lance Thomas,NYK,2016,Driving Scorer
Hollis Thompson,PHI,2016,Driving Scorer
Klay Thompson,GSW,2016,Perimeter Wings/Defenders
Marcus Thornton,HOU,2016,Driving Scorer
Anthony Tolliver,DET,2016,Driving Scorer
Karl-Anthony Towns,MIN,2016,Scoring Big Man
P.J. Tucker,PHO,2016,Floor Generals
Evan Turner,BOS,2016,Floor Generals
Myles Turner,IND,2016,Defensive Big Man
Beno Udrih,MIA,2016,Role Player
Anderson Varejão,CLE,2016,Role Player
Rashad Vaughn,MIL,2016,Role Player
Charlie Villanueva,DAL,2016,Role Player
Noah Vonleh,POR,2016,Role Player
Nikola Vučević,ORL,2016,Scoring Big Man
Sasha Vujačić,NYK,2016,Role Player
Dwyane Wade,MIA,2016,Superstars
Dion Waiters,OKC,2016,Floor Generals
Kemba Walker,CHO,2016,Superstars
John Wall,WAS,2016,Superstars
T.J. Warren,PHO,2016,Driving Scorer
C.J. Watson,ORL,2016,Role Player
Sonny Weems,PHO,2016,Role Player
David West,SAS,2016,Defensive Big Man
Russell Westbrook,OKC,2016,Superstars
Andrew Wiggins,MIN,2016,Superstars
Deron Williams,DAL,2016,Floor Generals
Derrick Williams,NYK,2016,Driving Scorer
Lou Williams,LAL,2016,Perimeter Wings/Defenders
Marvin Williams,CHO,2016,Perimeter Wings/Defenders
Mo Williams,CLE,2016,Driving Scorer
Justise Winslow,MIA,2016,Role Player
Jeff Withey,UTA,2016,Defensive Big Man
Metta World Peace,LAL,2016,Role Player
Joe Young,IND,2016,Role Player
Nick Young,LAL,2016,Role Player
Thaddeus Young,BRK,2016,Scoring Big Man
Cody Zeller,CHO,2016,Defensive Big Man
Quincy Acy,NYK,2015,Defensive Big Man
Jordan Adams,MEM,2015,Role Player
Steven Adams,OKC,2015,Defensive Big Man
Arron Afflalo,DEN,2015,Perimeter Wings/Defenders
Furkan Aldemir,PHI,2015,Defensive Big Man
LaMarcus Aldridge,POR,2015,Scoring Big Man
Tony Allen,MEM,2015,Floor Generals
Al-Farouq Aminu,DAL,2015,Defensive Big Man
Lou Amundson,NYK,2015,Defensive Big Man
Chris Andersen,MIA,2015,Defensive Big Man
Alan Anderson,BRK,2015,Driving Scorer
Kyle Anderson,SAS,2015,Role Player
Ryan Anderson,NOP,2015,Perimeter Wings/Defenders
Giannis Antetokounmpo,MIL,2015,Scoring Big Man
Carmelo Anthony,NYK,2015,Superstars
Pero Antić,ATL,2015,Role Player
Trevor Ariza,HOU,2015,Perimeter Wings/Defenders
Darrell Arthur,DEN,2015,Role Player
D.J. Augustin,DET,2015,Floor Generals
Luke Babbitt,NOP,2015,Driving Scorer
Leandro Barbosa,GSW,2015,Driving Scorer
J.J. Barea,DAL,2015,Driving Scorer
Harrison Barnes,GSW,2015,Perimeter Wings/Defenders
Matt Barnes,LAC,2015,Perimeter Wings/Defenders
Will Barton,POR,2015,Role Player
Brandon Bass,BOS,2015,Defensive Big Man
Nicolas Batum,POR,2015,Floor Generals
Jerryd Bayless,MIL,2015,Floor Generals
Aron Baynes,SAS,2015,Defensive Big Man
Kent Bazemore,ATL,2015,Role Player
Bradley Beal,WAS,2015,Perimeter Wings/Defenders
Marco Belinelli,SAS,2015,Driving Scorer
Anthony Bennett,MIN,2015,Role Player
Patrick Beverley,HOU,2015,Perimeter Wings/Defenders
Steve Blake,POR,2015,Role Player
Eric Bledsoe,PHO,2015,Superstars
Bojan Bogdanović,BRK,2015,Driving Scorer
Matt Bonner,SAS,2015,Driving Scorer
Trevor Booker,UTA,2015,Defensive Big Man
Chris Bosh*,MIA,2015,Superstars
Avery Bradley,BOS,2015,Perimeter Wings/Defenders
Elton Brand,ATL,2015,Role Player
Corey Brewer,HOU,2015,Floor Generals
Aaron Brooks,CHI,2015,Floor Generals
Markel Brown,BRK,2015,Role Player
Kobe Bryant*,LAL,2015,Superstars
Chase Budinger,MIN,2015,Driving Scorer
Trey Burke,UTA,2015,Floor Generals
Caron Butler,DET,2015,Driving Scorer
Jimmy Butler,CHI,2015,Superstars
Rasual Butler,WAS,2015,Driving Scorer
Nick Calathes,MEM,2015,Role Player
José Calderón,NYK,2015,Floor Generals
Kentavious Caldwell-Pope,DET,2015,Perimeter Wings/Defenders
DeMarre Carroll,ATL,2015,Perimeter Wings/Defenders
Vince Carter,MEM,2015,Role Player
Michael Carter-Williams,PHI,2015,Floor Generals
Omri Casspi,SAC,2015,Driving Scorer
Mario Chalmers,MIA,2015,Floor Generals
Wilson Chandler,DEN,2015,Perimeter Wings/Defenders
Jordan Clarkson,LAL,2015,Floor Generals
Norris Cole,MIA,2015,Role Player
Darren Collison,SAC,2015,Superstars
Nick Collison,OKC,2015,Role Player
Mike Conley,MEM,2015,Superstars
Chris Copeland,IND,2015,Role Player
DeMarcus Cousins,SAC,2015,Scoring Big Man
Robert Covington,PHI,2015,Perimeter Wings/Defenders
Allen Crabbe,POR,2015,Driving Scorer
Jamal Crawford,LAC,2015,Perimeter Wings/Defenders
Jae Crowder,BOS,2015,Perimeter Wings/Defenders
Dante Cunningham,NOP,2015,Role Player
Stephen Curry,GSW,2015,Superstars
Anthony Davis,NOP,2015,Scoring Big Man
Glen Davis,LAC,2015,Role Player
Dewayne Dedmon,ORL,2015,Defensive Big Man
Matthew Dellavedova,CLE,2015,Role Player
Luol Deng,MIA,2015,Perimeter Wings/Defenders
DeMar DeRozan,TOR,2015,Superstars
Boris Diaw,SAS,2015,Floor Generals
Gorgui Dieng,MIN,2015,Scoring Big Man
Spencer Dinwiddie,DET,2015,Role Player
Joey Dorsey,HOU,2015,Defensive Big Man
Goran Dragić,PHO,2015,Perimeter Wings/Defenders
Andre Drummond,DET,2015,Scoring Big Man
Jared Dudley,MIL,2015,Driving Scorer
Tim Duncan*,SAS,2015,Scoring Big Man
Mike Dunleavy,CHI,2015,Driving Scorer
Cleanthony Early,NYK,2015,Role Player
Wayne Ellington,LAL,2015,Driving Scorer
Monta Ellis,DAL,2015,Superstars
James Ennis,MIA,2015,Driving Scorer
Jeremy Evans,UTA,2015,Defensive Big Man
Reggie Evans,SAC,2015,Defensive Big Man
Tyreke Evans,NOP,2015,Superstars
Dante Exum,UTA,2015,Role Player
Kenneth Faried,DEN,2015,Scoring Big Man
Jordan Farmar,LAC,2015,Role Player
Derrick Favors,UTA,2015,Scoring Big Man
Evan Fournier,ORL,2015,Perimeter Wings/Defenders
Randy Foye,DEN,2015,Driving Scorer
Jimmer Fredette,NOP,2015,Role Player
Channing Frye,ORL,2015,Driving Scorer
Danilo Gallinari,DEN,2015,Perimeter Wings/Defenders
Langston Galloway,NYK,2015,Floor Generals
Kevin Garnett*,BRK,2015,Defensive Big Man
Marc Gasol,MEM,2015,Scoring Big Man
Pau Gasol,CHI,2015,Scoring Big Man
Rudy Gay,SAC,2015,Superstars
Alonzo Gee,DEN,2015,Driving Scorer
Manu Ginóbili,SAS,2015,Floor Generals
Rudy Gobert,UTA,2015,Scoring Big Man
Drew Gooden,WAS,2015,Role Player
Archie Goodwin,PHO,2015,Role Player
Aaron Gordon,ORL,2015,Role Player
Ben Gordon,ORL,2015,Role Player
Eric Gordon,NOP,2015,Floor Generals
Marcin Gortat,WAS,2015,Scoring Big Man
Danny Granger,MIA,2015,Driving Scorer
Jerami Grant,PHI,2015,Role Player
Danny Green,SAS,2015,Perimeter Wings/Defenders
Draymond Green,GSW,2015,Scoring Big Man
Erick Green,DEN,2015,Role Player
Gerald Green,PHO,2015,Perimeter Wings/Defenders
Jeff Green,BOS,2015,Perimeter Wings/Defenders
Jeff Green,MEM,2015,Perimeter Wings/Defenders
Willie Green,ORL,2015,Role Player
Blake Griffin,LAC,2015,Superstars
P.J. Hairston,CHO,2015,Role Player
Tyler Hansbrough,TOR,2015,Defensive Big Man
Tim Hardaway Jr.,NYK,2015,Driving Scorer
James Harden,HOU,2015,Superstars
Maurice Harkless,ORL,2015,Role Player
Devin Harris,DAL,2015,Floor Generals
Gary Harris,DEN,2015,Role Player
Joe Harris,CLE,2015,Role Player
Tobias Harris,ORL,2015,Perimeter Wings/Defenders
Udonis Haslem,MIA,2015,Role Player
Spencer Hawes,LAC,2015,Role Player
Gordon Hayward,UTA,2015,Superstars
Gerald Henderson,CHO,2015,Floor Generals
Roy Hibbert,IND,2015,Defensive Big Man
J.J. Hickson,DEN,2015,Defensive Big Man
Nenê,WAS,2015,Defensive Big Man
George Hill,IND,2015,Superstars
Jordan Hill,LAL,2015,Scoring Big Man
Solomon Hill,IND,2015,Floor Generals
Kirk Hinrich,CHI,2015,Role Player
Jrue Holiday,NOP,2015,Floor Generals
Justin Holiday,GSW,2015,Role Player
Rodney Hood,UTA,2015,Driving Scorer
Al Horford,ATL,2015,Scoring Big Man
Dwight Howard,HOU,2015,Scoring Big Man
Robbie Hummel,MIN,2015,Driving Scorer
Kris Humphries,WAS,2015,Defensive Big Man
Serge Ibaka,OKC,2015,Scoring Big Man
Andre Iguodala,GSW,2015,Floor Generals
Ersan İlyasova,MIL,2015,Perimeter Wings/Defenders
Joe Ingles,UTA,2015,Driving Scorer
Kyrie Irving,CLE,2015,Superstars
Jarrett Jack,BRK,2015,Floor Generals
Reggie Jackson,OKC,2015,Floor Generals
LeBron James,CLE,2015,Superstars
Al Jefferson,CHO,2015,Scoring Big Man
Cory Jefferson,BRK,2015,Role Player
Richard Jefferson,DAL,2015,Driving Scorer
Brandon Jennings,DET,2015,Floor Generals
Jonas Jerebko,DET,2015,Driving Scorer
Amir Johnson,TOR,2015,Defensive Big Man
James Johnson,TOR,2015,Defensive Big Man
Joe Johnson,BRK,2015,Perimeter Wings/Defenders
Tyler Johnson,MIA,2015,Role Player
Wesley Johnson,LAL,2015,Perimeter Wings/Defenders
Dahntay Jones,LAC,2015,Role Player
James Jones,CLE,2015,Driving Scorer
Perry Jones,OKC,2015,Role Player
Terrence Jones,HOU,2015,Defensive Big Man
DeAndre Jordan,LAC,2015,Scoring Big Man
Cory Joseph,SAS,2015,Driving Scorer
Enes Kanter,UTA,2015,Scoring Big Man
Sergey Karasev,BRK,2015,Role Player
Ryan Kelly,LAL,2015,Role Player
Brandon Knight,MIL,2015,Superstars
Kyle Korver,ATL,2015,Perimeter Wings/Defenders
Jeremy Lamb,OKC,2015,Driving Scorer
Shane Larkin,NYK,2015,Floor Generals
Zach LaVine,MIN,2015,Floor Generals
Ty Lawson,DEN,2015,Superstars
Courtney Lee,MEM,2015,Driving Scorer
David Lee,GSW,2015,Defensive Big Man
Alex Len,PHO,2015,Defensive Big Man
Kawhi Leonard,SAS,2015,Superstars
Meyers Leonard,POR,2015,Driving Scorer
Jon Leuer,MEM,2015,Role Player
Damian Lillard,POR,2015,Superstars
Jeremy Lin,LAL,2015,Floor Generals
Shaun Livingston,GSW,2015,Role Player
Brook Lopez,BRK,2015,Scoring Big Man
Robin Lopez,POR,2015,Defensive Big Man
Kevin Love,CLE,2015,Scoring Big Man
Kyle Lowry,TOR,2015,Superstars
Shelvin Mack,ATL,2015,Role Player
Shawn Marion,CLE,2015,Role Player
Kevin Martin,MIN,2015,Perimeter Wings/Defenders
Wesley Matthews,POR,2015,Perimeter Wings/Defenders
O.J. Mayo,MIL,2015,Floor Generals
Luc Mbah a Moute,PHI,2015,Floor Generals
Ray McCallum,SAC,2015,Role Player
CJ McCollum,POR,2015,Driving Scorer
K.J. McDaniels,PHI,2015,Floor Generals
Doug McDermott,CHI,2015,Role Player
Mitch McGary,OKC,2015,Defensive Big Man
Ben McLemore,SAC,2015,Perimeter Wings/Defenders
Jodie Meeks,DET,2015,Driving Scorer
Khris Middleton,MIL,2015,Perimeter Wings/Defenders
C.J. Miles,IND,2015,Perimeter Wings/Defenders
Andre Miller,WAS,2015,Driving Scorer
Andre Miller,SAC,2015,Floor Generals
Mike Miller,CLE,2015,Role Player
Patty Mills,SAS,2015,Driving Scorer
Elijah Millsap,UTA,2015,Role Player
Paul Millsap,ATL,2015,Scoring Big Man
Nikola Mirotić,CHI,2015,Perimeter Wings/Defenders
E'Twaun Moore,CHI,2015,Role Player
Darius Morris,BRK,2015,Role Player
Marcus Morris,PHO,2015,Perimeter Wings/Defenders
Markieff Morris,PHO,2015,Perimeter Wings/Defenders
Anthony Morrow,OKC,2015,Driving Scorer
Donatas Motiejūnas,HOU,2015,Perimeter Wings/Defenders
Timofey Mozgov,DEN,2015,Defensive Big Man
Shabazz Muhammad,MIN,2015,Perimeter Wings/Defenders
Mike Muscala,ATL,2015,Defensive Big Man
Shabazz Napier,MIA,2015,Role Player
Gary Neal,CHO,2015,Role Player
Jameer Nelson,DEN,2015,Floor Generals
Andrew Nicholson,ORL,2015,Role Player
Joakim Noah,CHI,2015,Scoring Big Man
Dirk Nowitzki,DAL,2015,Perimeter Wings/Defenders
Jusuf Nurkić,DEN,2015,Defensive Big Man
Kyle O'Quinn,ORL,2015,Defensive Big Man
Victor Oladipo,ORL,2015,Superstars
Kelly Olynyk,BOS,2015,Perimeter Wings/Defenders
Zaza Pachulia,MIL,2015,Defensive Big Man
Kostas Papanikolaou,HOU,2015,Role Player
Tony Parker,SAS,2015,Floor Generals
Chandler Parsons,DAL,2015,Perimeter Wings/Defenders
Patrick Patterson,TOR,2015,Perimeter Wings/Defenders
Chris Paul,LAC,2015,Superstars
Elfrid Payton,ORL,2015,Floor Generals
Kendrick Perkins,OKC,2015,Defensive Big Man
Paul Pierce*,WAS,2015,Perimeter Wings/Defenders
Mason Plumlee,BRK,2015,Defensive Big Man
Quincy Pondexter,MEM,2015,Role Player
Quincy Pondexter,NOP,2015,Driving Scorer
Otto Porter,WAS,2015,Driving Scorer
Phil Pressey,BOS,2015,Role Player
Ronnie Price,LAL,2015,Floor Generals
Pablo Prigioni,NYK,2015,Driving Scorer
Zach Randolph,MEM,2015,Scoring Big Man
J.J. Redick,LAC,2015,Perimeter Wings/Defenders
Luke Ridnour,ORL,2015,Role Player
Austin Rivers,NOP,2015,Role Player
Austin Rivers,LAC,2015,Role Player
Andre Roberson,OKC,2015,Defensive Big Man
Brian Roberts,CHO,2015,Role Player
Nate Robinson,DEN,2015,Role Player
Rajon Rondo,DAL,2015,Floor Generals
Derrick Rose,CHI,2015,Floor Generals
Terrence Ross,TOR,2015,Driving Scorer
Damjan Rudež,IND,2015,Driving Scorer
Brandon Rush,GSW,2015,Role Player
Robert Sacre,LAL,2015,Role Player
JaKarr Sampson,PHI,2015,Role Player
Dennis Schröder,ATL,2015,Floor Generals
Luis Scola,IND,2015,Defensive Big Man
Mike Scott,ATL,2015,Driving Scorer
Thabo Sefolosha,ATL,2015,Driving Scorer
Kevin Séraphin,WAS,2015,Defensive Big Man
Ramon Sessions,SAC,2015,Role Player
Iman Shumpert,CLE,2015,Floor Generals
Henry Sims,PHI,2015,Defensive Big Man
Kyle Singler,DET,2015,Driving Scorer
Donald Sloan,IND,2015,Floor Generals
Marcus Smart,BOS,2015,Floor Generals
Ish Smith,OKC,2015,Role Player
J.R. Smith,CLE,2015,Perimeter Wings/Defenders
Jason Smith,NYK,2015,Role Player
Josh Smith,HOU,2015,Perimeter Wings/Defenders
Tony Snell,CHI,2015,Driving Scorer
Marreese Speights,GSW,2015,Defensive Big Man
Nik Stauskas,SAC,2015,Role Player
Lance Stephenson,CHO,2015,Floor Generals
Amar'e Stoudemire,NYK,2015,Scoring Big Man
Rodney Stuckey,IND,2015,Floor Generals
Jared Sullinger,BOS,2015,Scoring Big Man
Jeff Teague,ATL,2015,Superstars
Mirza Teletović,BRK,2015,Driving Scorer
Garrett Temple,WAS,2015,Role Player
Jason Terry,HOU,2015,Driving Scorer
Isaiah Thomas,PHO,2015,Floor Generals
Lance Thomas,NYK,2015,Role Player
Hollis Thompson,PHI,2015,Driving Scorer
Jason Thompson,SAC,2015,Defensive Big Man
Klay Thompson,GSW,2015,Superstars
Marcus Thornton,BOS,2015,Driving Scorer
Anthony Tolliver,DET,2015,Driving Scorer
P.J. Tucker,PHO,2015,Perimeter Wings/Defenders
Hedo Türkoğlu,LAC,2015,Driving Scorer
Evan Turner,BOS,2015,Floor Generals
Beno Udrih,MEM,2015,Driving Scorer
Jonas Valančiūnas,TOR,2015,Scoring Big Man
Greivis Vásquez,TOR,2015,Floor Generals
Charlie Villanueva,DAL,2015,Driving Scorer
Nikola Vučević,ORL,2015,Scoring Big Man
Dwyane Wade,MIA,2015,Superstars
Dion Waiters,CLE,2015,Floor Generals
Dion Waiters,OKC,2015,Floor Generals
Kemba Walker,CHO,2015,Superstars
John Wall,WAS,2015,Superstars
Gerald Wallace,BOS,2015,Role Player
T.J. Warren,PHO,2015,Driving Scorer
C.J. Watson,IND,2015,Floor Generals
Travis Wear,NYK,2015,Role Player
Martell Webster,WAS,2015,Role Player
David West,IND,2015,Scoring Big Man
Russell Westbrook,OKC,2015,Superstars
Andrew Wiggins,MIN,2015,Perimeter Wings/Defenders
Deron Williams,BRK,2015,Floor Generals
Derrick Williams,SAC,2015,Driving Scorer
Lou Williams,TOR,2015,Perimeter Wings/Defenders
Marvin Williams,CHO,2015,Driving Scorer
Mo Williams,MIN,2015,Floor Generals
Shawne Williams,MIA,2015,Driving Scorer
Brandan Wright,PHO,2015,Defensive Big Man
Dorell Wright,POR,2015,Driving Scorer
Tony Wroten,PHI,2015,Floor Generals
