player,tm,yr,V1
Tomáš Satoranský,CHI,2021,Floor Generals
Dennis Schröder,LAL,2021,Floor Generals
Mike Scott,PHI,2021,Role Player
Collin Sexton,CLE,2021,Superstars
Landry Shamet,BRK,2021,Driving Scorer
Pascal Siakam,TOR,2021,Superstars
Ben Simmons,PHI,2021,Scoring Big Man
Anfernee Simons,POR,2021,Driving Scorer
Marcus Smart,BOS,2021,Floor Generals
Ish Smith,WAS,2021,Role Player
Tony Snell,ATL,2021,Driving Scorer
Lamar Stevens,CLE,2021,Role Player
Isaiah Stewart,DET,2021,Defensive Big Man
Max Strus,MIA,2021,Driving Scorer
Edmond Sumner,IND,2021,Driving Scorer
Jae'Sean Tate,HOU,2021,Perimeter Wings/Defenders
Jayson Tatum,BOS,2021,Superstars
Jeff Teague,BOS,2021,Role Player
Garrett Temple,CHI,2021,Driving Scorer
Daniel Theis,BOS,2021,Defensive Big Man
Tristan Thompson,BOS,2021,Defensive Big Man
Matisse Thybulle,PHI,2021,Driving Scorer
Xavier Tillman Sr.,MEM,2021,Defensive Big Man
Obi Toppin,NYK,2021,Driving Scorer
Juan Toscano-Anderson,GSW,2021,Defensive Big Man
Karl-Anthony Towns,MIN,2021,Scoring Big Man
Gary Trent Jr.,POR,2021,Perimeter Wings/Defenders
P.J. Tucker,HOU,2021,Role Player
Myles Turner,IND,2021,Scoring Big Man
Jonas Valančiūnas,MEM,2021,Scoring Big Man
Denzel Valentine,CHI,2021,Driving Scorer
Jarred Vanderbilt,MIN,2021,Defensive Big Man
Fred VanVleet,TOR,2021,Superstars
Devin Vassell,SAS,2021,Driving Scorer
Gabe Vincent,MIA,2021,Role Player
Nikola Vučević,ORL,2021,Scoring Big Man
Dean Wade,CLE,2021,Driving Scorer
Kemba Walker,BOS,2021,Perimeter Wings/Defenders
Lonnie Walker,SAS,2021,Driving Scorer
John Wall,HOU,2021,Superstars
Brad Wanamaker,GSW,2021,Role Player
P.J. Washington,CHO,2021,Perimeter Wings/Defenders
Yuta Watanabe,TOR,2021,Driving Scorer
Russell Westbrook,WAS,2021,Superstars
Coby White,CHI,2021,Perimeter Wings/Defenders
Derrick White,SAS,2021,Perimeter Wings/Defenders
Hassan Whiteside,SAC,2021,Defensive Big Man
Andrew Wiggins,GSW,2021,Perimeter Wings/Defenders
Grant Williams,BOS,2021,Driving Scorer
Kenrich Williams,OKC,2021,Driving Scorer
Lou Williams,LAC,2021,Floor Generals
Patrick Williams,CHI,2021,Driving Scorer
Robert Williams,BOS,2021,Defensive Big Man
Zion Williamson,NOP,2021,Scoring Big Man
Dylan Windler,CLE,2021,Driving Scorer
James Wiseman,GSW,2021,Defensive Big Man
Christian Wood,HOU,2021,Scoring Big Man
Delon Wright,DET,2021,Floor Generals
Thaddeus Young,CHI,2021,Scoring Big Man
Trae Young,ATL,2021,Superstars
Cody Zeller,CHO,2021,Defensive Big Man
Ivica Zubac,LAC,2021,Defensive Big Man
